POI_NM,CL_NM,CTPRVN_NM,SIGNGU_NM,RDNMADR_NM,LC_LO,LC_LA,GID_CD
양주회암사지왕실축제,지역축제,경기도,양주시,,127.1038253,37.84455421,다사651828
정읍벚꽃축제,지역축제,전라북도,정읍시,벚꽃로,126.8557249,35.56126023,다마416296
세계커피페스티벌&불꽃공연,지역축제,경기도,가평군,,127.5230317,37.81847883,라사020798
은평누리축제,지역축제,서울특별시,은평구,은평로21길,126.9278677,37.6035535,다사494561
라라라페스티벌,지역축제,부산광역시,금정구,,129.0893456,35.22960438,마라446938
예당국제공연예술제,지역축제,충청남도,예산군,군청로,126.8451579,36.68088193,다바414538
아줌마대축제,지역축제,대전광역시,유성구,노은동로,127.3204294,36.36473231,다바838186
학원농장여름가을꽃잔치,지역축제,전라북도,고창군,,126.5418395,35.3743924,다마129091
정선아라리촌놀이마당,지역축제,강원도,정선군,애산로,128.6710876,37.3751622,마사036313
문화로토닥토닥,지역축제,서울특별시,양천구,신정이펜1로,126.8331622,37.51197234,다사410460
난계국악단상설공연,지역축제,충청북도,영동군,,127.7003966,36.21154617,라바180016
정월대보름제,지역축제,대전광역시,중구,계백로1716번길,127.4118253,36.32127697,다바920137
팔봉산감자축제,지역축제,충청남도,서산시,,126.3533707,36.81490904,나바977691
속리산단풍가요제,지역축제,충청북도,보은군,,127.8249274,36.53293582,라바290372
꽃무릇큰잔치,지역축제,전라남도,함평군,,126.5419774,35.18206429,다라127878
청보리밭축제,지역축제,전라북도,고창군,학원농장길,126.5433909,35.37614027,다마131093
진안고원운장산고로쇠축제,지역축제,전라북도,진안군,,127.3883605,35.98384788,다마899763
대금산진달래축제,지역축제,경상남도,거제시,,128.6960308,34.94849563,마라092621
진양호공원진주전국민속소싸움대회,지역축제,경상남도,진주시,,128.0406522,35.17598097,라라492868
이병주국제문학제,지역축제,경상남도,하동군,이명골길,127.8944382,35.09723172,라라359780
군민안녕기원제,지역축제,경상북도,성주군,가야산식물원길,128.1417325,35.80095352,라마579562
소백문화제,지역축제,경상북도,영주시,선비로,128.6175824,36.823078,라바996700
계산관광농원,관광농원/허브마을,전라남도,구례군,섬진강로,127.402291,35.19144397,다라911884
농원목장,관광농원/허브마을,제주특별자치도,제주시,첨단동길,126.5860819,33.45478212,다나150962
오평농원,관광농원/허브마을,경상북도,칠곡군,오평2길,128.375381,36.05720174,라마788848
안면도해마루관광농원,관광농원/허브마을,충청남도,태안군,대야로,126.412673,36.46351087,다바025300
음성새터농원,관광농원/허브마을,충청북도,음성군,진재길,127.5487095,36.980249,라바043868
홍은주말농장,관광농원/허브마을,경기도,안성시,계곡길,127.3803717,37.08380896,다바893983
